Clinic Name,Street Address,City,State,ZIP Code,X,Y,Last Updated,Clinic Website,Phone Number,Volume Ordered,Order Date,Federal Allocation,Open Data Link
Primecare Pharmacy Services Inc,310 adams Avenue,Scranton,Pennsylvania,18503,-75.660801,41.408377,4/13/2021,,570-343-2448,,,No,
PROVIDENCE SQUARE HOME-POST ACUTE SRVS,831 PROVIDENCE RD,Clifton Heights,Pennsylvania,19018,-75.300123,39.918615,4/13/2021,,855-314-4663,,,Yes,
PSH Cmty Vax Site-Cumberland,431 N 21st Street,Camp Hill,Pennsylvania,17011,-76.923435,40.251485,4/13/2021,https://vaccine-scheduler.pennstatehealth.org/s/,,1000,4/9/2021,No,
PSH Cmty Vax Site-Lancaster,1600 Cloister Drive,Lancaster,Pennsylvania,17601,-76.355875,40.082257,4/13/2021,https://vaccine-scheduler.pennstatehealth.org/s/,,200,4/9/2021,No,
Quality Care Pharmacys,1 Sprint Drive,Carlisle,Pennsylvania,17015,-77.219787,40.17978,4/13/2021,https://covid-19schedulinglink.as.me/vaccine,717-249-5691,1170,4/9/2021,No,
Quality Pharmacy LTC,164 Medical Center Drive,Chicora,Pennsylvania,16025,-79.744601,40.948875,4/13/2021,https://www.qualitylifeservices.com/pharmacy/,724-445-3027,,,Yes,
Reading Opportunity Center for Children,Reading HS,Reading,Pennsylvania,19604,-75.911851,40.348459,4/13/2021,,610-370-8540,200,4/9/2021,No,
Redners Pharmacy #21,191 MANHEIM ROAD,SCHUYLKILL HAVEN,PA,17972,-76.161689,40.644358,4/13/2021,,484-248-5873,,,Yes,
Redners Pharmacy #22,1 Goldstar Plaza,Shenandoah,Pennsylvania,17976,-76.2029343,40.8215664,4/13/2021,https://www.rednerspharmacy.com/coronavirus,570-462-0300,,,No,
Redners Pharmacy #38,110 Northside Commons,Palmyra,Pennsylvania,17078,-76.590211,40.284217,4/13/2021,https://www.rednerspharmacy.com/coronavirus,717-473-4054,,,Yes,
Redners Pharmacy 21,191 Manheim Road,Schuylkill Haven,Pennsylvania,17972,-76.161689,40.644358,4/13/2021,,484-248-5873,,,Yes,
Redners Pharmacy 46,22 Forest Drive,Hegins,Pennsylvania,17938,-76.516331,40.64987,4/13/2021,,484-248-5873,,,No,
RITE AID STORE #00170,128 N COURTLAND STREET,EAST STROUDSBURG,Pennsylvania,18301,-75.183081,41.002621,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00188,805 HUNTINGDON PIKE,Huntingdon Valley,Pennsylvania,19006,-75.093723,40.088781,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00205,26 WEST INDEPENDENCE STREET,SHAMOKIN,Pennsylvania,17872,-76.557699,40.790751,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00208,15 SOUTH MAIN STREET,SHENANDOAH,Pennsylvania,17976,-76.201108,40.820343,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00213,2715 PARADE STREET,ERIE,Pennsylvania,16504,-80.064198,42.114083,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00216,6 BOCCHICHIO BOULEVARD,MOSCOW,Pennsylvania,18444,-75.513345,41.307707,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00218,5 EAST MAIN STREET,NANTICOKE,Pennsylvania,18634,-76.004855,41.205157,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00223,452 SOUTH LEHIGH AVENUE,FRACKVILLE,Pennsylvania,17931,-76.228231,40.778893,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00229,1184 TEXAS PALMYRA HIGHWAY,HONESDALE,Pennsylvania,18431,-75.225218,41.553763,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00230,200 NORTH ANTRIM WAY,GREENCASTLE,Pennsylvania,17225,-77.729288,39.793793,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00232,5035 LINCOLN WAY EAST,FAYETTEVILLE,Pennsylvania,17222,-77.550998,39.907841,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00233,9635 WILLIAM PENN HIGHWAY,HUNTINGDON,Pennsylvania,16652,-78.014131,40.479473,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00246,337 WEST CHOCOLATE AVENUE,HERSHEY,Pennsylvania,17033,-76.657639,40.282953,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00264,375 PHILADELPHIA STREET,INDIANA,Pennsylvania,15701,-79.145158,40.622918,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00272,209 ATWOOD STREET,Pittsburgh,Pennsylvania,15213,-79.957221,40.440862,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00274,1700 MURRAY AVENUE,PITTSBURGH,Pennsylvania,15217,-79.923086,40.438043,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00290,500 EAST LANCASTER AVENUE,SHILLINGTON,Pennsylvania,19607,-75.95833,40.307365,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00291,345 WEST BROAD STREET,QUAKERTOWN,Pennsylvania,18951,-75.33799,40.441571,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00293,599 YORK ROAD,WARMINSTER,Pennsylvania,18974,-75.099843,40.205778,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00321,455 NORTH 3RD STREET,OXFORD,Pennsylvania,19363,-75.97658,39.794843,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00415,33 PUBLIC SQUARE,WILKES-BARRE,Pennsylvania,18701,-75.881226,41.246035,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00451,1200 WEST MARKET STREET,YORK,Pennsylvania,17404,-76.752545,39.954677,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00467,525 PENN AVENUE,WEST READING,Pennsylvania,19611,-75.948173,40.335809,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,610-373-5241,,,Yes,
RITE AID STORE #00501,201 NORTH WASHINGTON AVENUE,SCRANTON,Pennsylvania,18503,-75.66376,41.408006,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00507,10 SOUTH CENTER STREET,POTTSVILLE,Pennsylvania,17901,-76.195013,40.685088,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00517,40-42 WEST MARKET STREET,YORK,Pennsylvania,17401,-76.728478,39.962153,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00558,1441 OLD YORK ROAD,ABINGTON,Pennsylvania,19001,-75.117154,40.123125,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00561,2968 ELMIRA STREET,SAYRE,Pennsylvania,18840,-76.546932,41.989169,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00596,827 N. CENTER STREET,CORRY,Pennsylvania,16407,-79.641479,41.930312,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00679,123 SOUTH 69TH STREET,UPPER DARBY,Pennsylvania,19082,-75.257982,39.957715,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00696,15 WEST CENTRE STREET,MAHANOY CITY,Pennsylvania,17948,-76.141905,40.812759,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00721,304 Market Street,Harrisburg,Pennsylvania,17101,-76.880656,40.260997,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00726,1080 S WASHINGTON AVENUE,SCRANTON,Pennsylvania,18505,-75.67452,41.398356,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00729,59 NORTH QUEEN STREET,LANCASTER,Pennsylvania,17603,-76.305802,40.039047,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00740,8878 CLEARFIELD CURWENSVILLE,CLEARFIELD,Pennsylvania,16830,-78.4368172,41.0244155,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00756,4606 ADMIRAL PEARY HIGHWAY,EBENSBURG,Pennsylvania,15931,-78.748281,40.473093,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00790,1305 WEST CHESTER PIKE,HAVERTOWN,Pennsylvania,19083,-75.319691,39.973214,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00793,1927 Atherton Street,State College,Pennsylvania,16801,-77.8494103,40.7890582,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00803,300 Market Street,Johnstown,Pennsylvania,15901,-78.921067,40.324574,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00813,104 E THIRD STREET,BETHLEHEM,Pennsylvania,18015,-75.376544,40.611934,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00819,340 EAST HIGH STREET,POTTSTOWN,Pennsylvania,19464,-75.646082,40.245049,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00836,1781 STEFKO BOULEVARD,BETHLEHEM,Pennsylvania,18017,-75.349558,40.63729,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00850,8716 NEW FALLS ROAD,LEVITTOWN,Pennsylvania,19054,-74.832234,40.173427,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00856,762 CHESTER PIKE,PROSPECT PARK,Pennsylvania,19076,-75.305172,39.882912,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00857,169 WEST LANCASTER AVENUE,ARDMORE,Pennsylvania,19003,-75.294079,40.009515,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00866,501 SOUTH 29TH ST STE A,HARRISBURG,Pennsylvania,17104,-76.841118,40.266769,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00873,500 N. CLAUDE LORD BOULEVARD,POTTSVILLE,Pennsylvania,17901,-76.211886,40.687029,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00923,1860 BROWNSVILLE ROAD,TREVOSE,Pennsylvania,19053,-74.973321,40.15343,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00926,1440 EAST HIGH STREET,WAYNESBURG,Pennsylvania,15370,-80.168015,39.896096,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,1-724-627-9849,,,Yes,
RITE AID STORE #00992,320 EAST LINCOLN HIGHWAY,COATESVILLE,Pennsylvania,19320,-75.819443,39.983719,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #00995,237 EAST LANCASTER AVENUE,WAYNE,Pennsylvania,19087,-75.382495,40.043829,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01021,401-403 SOUTH MAIN STREET,OLD FORGE,Pennsylvania,18518,-75.737063,41.369066,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01071,60 SOUTH WATER STREET,SHARON,Pennsylvania,16146,-80.5003674,41.2296228,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01081,710 BURMONT ROAD,DREXEL HILL,Pennsylvania,19026,-75.307809,39.949574,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01144,500 CHESTERBROOK BLVD,Wayne (Part-Chester),Pennsylvania,19087,-75.4567,40.074438,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01180,217 SOUTH BLAKELY STREET,DUNMORE,Pennsylvania,18512,-75.632212,41.419898,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01274,4400 PENNELL ROAD,ASTON,Pennsylvania,19014,-75.426828,39.856652,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01304,124 SOUTH FRONT STREET,STEELTON,Pennsylvania,17113,-76.838205,40.233656,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01314,501 MAIN STREET STE 2,WHITE HAVEN,Pennsylvania,18661,-75.772759,41.059948,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01320,640 MONTGOMERY AVENUE,NARBERTH,Pennsylvania,19072,-75.254081,40.00911,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01355,504 MARION LANE,Brodheadsville,Pennsylvania,18322,-75.400125,40.928261,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01370,725 LYSLE BOULEVARD,MCKEESPORT,Pennsylvania,15132,-79.857492,40.352307,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01371,102 NORTH MAIN STREET,PITTSTON,Pennsylvania,18640,-75.789474,41.324959,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01376,916 STATE STREET,ERIE,Pennsylvania,16501,-80.083274,42.126321,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01398,1 EAST HIGH STREET,UNION CITY,Pennsylvania,16438,-79.845045,41.899679,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01406,521 NORTH FRALEY STREET,KANE,Pennsylvania,16735,-78.813312,41.669206,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01413,155 EAST NORTHAMPTON STREET,WILKES-BARRE,Pennsylvania,18701,-75.881712,41.240791,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01415,929 SOUTH HIGH STREET,WEST CHESTER,Pennsylvania,19382,-75.591229,39.942108,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01426,1650 MAIN STREET,OLYPHANT,Pennsylvania,18447,-75.609504,41.469692,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01429,211 EAST MAIN STREET,EVERETT,Pennsylvania,15537,-78.36982,40.011975,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01448,412 BROADWAY STREET,CORAOPOLIS,Pennsylvania,15108,-80.161095,40.516706,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01450,601 DELAWARE AVENUE,PALMERTON,Pennsylvania,18071,-75.601623,40.805094,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01494,1120 PHILADELPHIA AVENUE,NORTHERN CAMBRIA,Pennsylvania,15714,-78.781624,40.663304,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01495,101 EAST SHIRLEY STREET,MT UNION,Pennsylvania,17066,-77.879575,40.38274,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01496,508 EAST SECOND STREET,OIL CITY,Pennsylvania,16301,-79.70548,41.427146,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01514,404 THIRD STREET,CALIFORNIA,Pennsylvania,15419,-79.889731,40.066506,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01543,1212 SECOND STREET,CRESSON,Pennsylvania,16630,-78.591918,40.459706,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01548,610 BROAD STREET,NEW BETHLEHEM,Pennsylvania,16242,-79.3267,41.002191,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01549,630 MAIN ST.,PORTAGE,Pennsylvania,15946,-78.672926,40.387191,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01566,327 NORTH CHESTER PIKE,GLENOLDEN,Pennsylvania,19036,-75.283786,39.903093,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01567,2901 SPRINGFIELD ROAD,BROOMALL,Pennsylvania,19008,-75.37261,39.982126,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01581,524 NORTH 6TH STREET,READING,Pennsylvania,19601,-75.925774,40.343608,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01589,6375 LIBRARY ROAD,SOUTH PARK,Pennsylvania,15129,-80.0275,40.28963,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01632,20 SOUTH RIVER STREET,PLAINS,Pennsylvania,18705,-75.857553,41.277227,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01640,910 WEST BROADWAY,RED LION,Pennsylvania,17356,-76.62276609,39.89646667,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01662,980 EAST MAIN STREET,PALMYRA,Pennsylvania,17078,-76.581549,40.314336,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01668,700 SHARON NEW CASTLE RD.,FARRELL,Pennsylvania,16121,-80.479401,41.212178,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01672,6912 NEW FALLS ROAD,LEVITTOWN,Pennsylvania,19057,-74.85728,40.152868,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01685,801 WYOMING AVENUE STE 9,WEST PITTSTON,Pennsylvania,18643,-75.806417,41.32554,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01699,9141 RIDGE ROAD,GIRARD,Pennsylvania,16417,-80.302205,42.009745,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01709,15 CENTENNIAL WAY,SCOTTDALE,Pennsylvania,15683,-79.587136,40.101552,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01733,1400 WEST MAIN STREET,JEFFERSONVILLE,Pennsylvania,19403,-75.3866491,40.1399478,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01758,113 EAST BALTIMORE AVENUE,CLIFTON HEIGHTS,Pennsylvania,19018,-75.295042,39.930172,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01768,1620 MAIN STREET,NORTHAMPTON,Pennsylvania,18067,-75.495926,40.685231,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01780,1516 JEFFERSON AVENUE,WINDBER,Pennsylvania,15963,-78.832615,40.234706,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01800,4551 MILFORD ROAD,EAST STROUDSBURG,Pennsylvania,18302,-75.111053,41.04933,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01814,113 WEST MAIN STREET,WEST NEWTON,Pennsylvania,15089,-79.770052,40.211425,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01830,77 REUTERS BOULEVARD,TOWANDA,Pennsylvania,18848,-76.4484279,41.7683301,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01854,1709 LIBERTY STREET,ERIE,Pennsylvania,16502,-80.095364,42.112995,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01887,2103 N. THIRD STREET,HARRISBURG,Pennsylvania,17110,-76.895741,40.279236,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01894,2901 CARLISLE ROAD,DOVER,Pennsylvania,17315,-76.814658,39.982068,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01902,2067 ROUTE 116,SPRING GROVE,Pennsylvania,17362,-76.857679,39.891762,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01922,315 WEST FOURTH STREET,QUARRYVILLE,Pennsylvania,17566,-76.169509,39.893862,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01925,210 9TH STREET,GLASSPORT,Pennsylvania,15045,-79.892389,40.320984,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01955,"""674 ROUTE 196, STE 14""",TOBYHANNA,Pennsylvania,18466,-75.3730958,41.1758337,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01963,262 CONNELLSVILLE STREET,UNIONTOWN,Pennsylvania,15401,-79.707231,39.900645,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,1-724-438-9799,,,Yes,
RITE AID STORE #01975,4810 PENN AVENUE,SINKING SPRINGS,Pennsylvania,19608,-76.049683,40.326796,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01976,207 ROUTE 6 WEST,COUDERSPORT,Pennsylvania,16915,-78.029798,41.767113,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01981,2604 LINGLESTOWN ROAD,HARRISBURG,Pennsylvania,17110,-76.857081,40.329847,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #01983,102 EASTON ROAD,NAZARETH,Pennsylvania,18064,-75.309336,40.732811,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02000,330 CUMBERLAND PARKWAY,MECHANICSBURG,Pennsylvania,17055,-76.980254,40.193147,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02017,762 EAST JOHNSON HIGHWAY,NORRISTOWN,Pennsylvania,19401,-75.317462,40.125174,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02248,639 HAMLIN HIGHWAY,LAKE ARIEL,Pennsylvania,18436,-75.399052,41.403763,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02264,2722 WEST 9TH STREET,CHESTER,Pennsylvania,19013,-75.394858,39.836118,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02267,452 POND STREET,BRISTOL,Pennsylvania,19007,-74.855036,40.099174,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02271,"""4135 NORTH GEORGE STREET, EXT",MANCHESTER,Pennsylvania,17345,-76.72364874,40.04397562,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02277,1799 THIRD STREET,BEAVER,Pennsylvania,15009,-80.336257,40.69968,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02375,925 WEST ERIE PLAZA,ERIE,Pennsylvania,16505,-80.133181,42.107651,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02380,975 MARKET STREET,MEADVILLE,Pennsylvania,16335,-80.154016,41.636934,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02382,163 WEST 26TH STREET,ERIE,Pennsylvania,16508,-80.076628,42.110727,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02422,480 WEST BERTSCH STREET,LANSFORD,Pennsylvania,18232,-75.893212,40.827254,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02426,39 WEST SIDE MALL,Wilkes Barre,Pennsylvania,18704,-75.900934,41.259128,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02433,813 THIRD AVENUE,NEW BRIGHTON,Pennsylvania,15066,-80.314114,40.735054,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02442,950 EAST BALTIMORE PIKE,YEADON,Pennsylvania,19050,-75.265414,39.935088,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02466,10 DONNER AVENUE,MONESSEN,Pennsylvania,15062,-79.876429,40.160037,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02474,59 NORTH MAIN STREET,PORT ALLEGANY,Pennsylvania,16743,-78.283881,41.815485,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02476,101 MAIN STREET,RIDGWAY,Pennsylvania,15853,-78.733289,41.420775,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02478,129 EAST CENTRE STREET,ASHLAND,Pennsylvania,17921,-76.332059,40.78381,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02480,847 MIDLAND AVENUE,MIDLAND,Pennsylvania,15059,-80.452088,40.636347,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02545,1001 JEFFERSON AVENUE,WASHINGTON,Pennsylvania,15301,-80.264358,40.182135,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02568,2810 MEMORIAL HIGHWAY,SHAVERTOWN,Pennsylvania,18708,-75.9472299,41.3008848,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02591,670 PHILADELPHIA AVENUE,READING,Pennsylvania,19607,-75.948224,40.298073,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #02631,170 SAXER AVENUE,SPRINGFIELD,Pennsylvania,19064,-75.333589,39.9277,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
